code,sheet,recording_folder,representative_image,image_path,label_table,labeled_keypoints,selection
F056,1,20231214_B20_long-anes_awake_000_TR_13-08-57,img04443.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231214_B20_long-anes_awake_000_TR_13-08-57/img04443.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231214_B20_long-anes_awake_000_TR_13-08-57/CollectedData_houlab.h5,11,most completely labeled frame in folder
F057,1,20231215_B26_long-anes_awake_000_BC_09-50-34,img00047.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231215_B26_long-anes_awake_000_BC_09-50-34/img00047.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231215_B26_long-anes_awake_000_BC_09-50-34/CollectedData_houlab.h5,9,most completely labeled frame in folder
F058,1,20231215_B26_long-anes_awake_000_L_09-50-34,img00065.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231215_B26_long-anes_awake_000_L_09-50-34/img00065.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231215_B26_long-anes_awake_000_L_09-50-34/CollectedData_houlab.h5,17,most completely labeled frame in folder
F059,1,20231215_B26_long-anes_awake_000_R_09-50-34,img00085.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231215_B26_long-anes_awake_000_R_09-50-34/img00085.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231215_B26_long-anes_awake_000_R_09-50-34/CollectedData_houlab.h5,17,most completely labeled frame in folder
F060,1,20231215_B26_long-anes_awake_000_TC_09-50-34,img05827.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231215_B26_long-anes_awake_000_TC_09-50-34/img05827.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231215_B26_long-anes_awake_000_TC_09-50-34/CollectedData_houlab.h5,10,most completely labeled frame in folder
F061,1,20231215_B26_long-anes_awake_000_TL_09-50-34,img00074.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231215_B26_long-anes_awake_000_TL_09-50-34/img00074.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231215_B26_long-anes_awake_000_TL_09-50-34/CollectedData_houlab.h5,12,most completely labeled frame in folder
F062,1,20231215_B26_long-anes_awake_000_TR_09-50-34,img14929.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231215_B26_long-anes_awake_000_TR_09-50-34/img14929.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231215_B26_long-anes_awake_000_TR_09-50-34/CollectedData_houlab.h5,12,most completely labeled frame in folder
F063,1,20240326_R17_rec_anes_004_BC_17-03-46,img000271.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_anes_004_BC_17-03-46/img000271.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_anes_004_BC_17-03-46/CollectedData_houlab.h5,11,most completely labeled frame in folder
F064,1,20240326_R17_rec_anes_004_L_17-03-46,img011329.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_anes_004_L_17-03-46/img011329.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_anes_004_L_17-03-46/CollectedData_houlab.h5,16,most completely labeled frame in folder
F065,1,20240326_R17_rec_anes_004_R_17-03-46,img000002.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_anes_004_R_17-03-46/img000002.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_anes_004_R_17-03-46/CollectedData_houlab.h5,16,most completely labeled frame in folder
F066,1,20240326_R17_rec_anes_004_TC_17-03-46,img000071.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_anes_004_TC_17-03-46/img000071.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_anes_004_TC_17-03-46/CollectedData_houlab.h5,12,most completely labeled frame in folder
F067,1,20240326_R17_rec_anes_004_TL_17-03-46,img002507.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_anes_004_TL_17-03-46/img002507.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_anes_004_TL_17-03-46/CollectedData_houlab.h5,12,most completely labeled frame in folder
F068,1,20240326_R17_rec_anes_004_TR_17-03-46,img003957.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_anes_004_TR_17-03-46/img003957.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_anes_004_TR_17-03-46/CollectedData_houlab.h5,12,most completely labeled frame in folder
F069,1,20240326_R17_rec_awake_000_BC_11-14-17,img00236.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_000_BC_11-14-17/img00236.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_000_BC_11-14-17/CollectedData_houlab.h5,11,most completely labeled frame in folder
F070,1,20240326_R17_rec_awake_000_L_11-14-17,img00366.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_000_L_11-14-17/img00366.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_000_L_11-14-17/CollectedData_houlab.h5,16,most completely labeled frame in folder
F071,1,20240326_R17_rec_awake_000_R_11-14-17,img00051.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_000_R_11-14-17/img00051.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_000_R_11-14-17/CollectedData_houlab.h5,16,most completely labeled frame in folder
F072,1,20240326_R17_rec_awake_000_TC_11-14-17,img00288.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_000_TC_11-14-17/img00288.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_000_TC_11-14-17/CollectedData_houlab.h5,12,most completely labeled frame in folder
F073,1,20240326_R17_rec_awake_000_TL_11-14-17,img00368.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_000_TL_11-14-17/img00368.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_000_TL_11-14-17/CollectedData_houlab.h5,12,most completely labeled frame in folder
F074,1,20240326_R17_rec_awake_000_TR_11-14-17,img18335.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_000_TR_11-14-17/img18335.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_000_TR_11-14-17/CollectedData_houlab.h5,12,most completely labeled frame in folder
F075,1,20240326_R17_rec_awake_001_BC_11-19-22,img00700.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_001_BC_11-19-22/img00700.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_001_BC_11-19-22/CollectedData_houlab.h5,11,most completely labeled frame in folder
F076,1,20240326_R17_rec_awake_001_L_11-19-22,img01590.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_001_L_11-19-22/img01590.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_001_L_11-19-22/CollectedData_houlab.h5,16,most completely labeled frame in folder
F077,1,20240326_R17_rec_awake_001_R_11-19-22,img01559.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_001_R_11-19-22/img01559.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_001_R_11-19-22/CollectedData_houlab.h5,16,most completely labeled frame in folder
F078,1,20240326_R17_rec_awake_001_TC_11-19-22,img01004.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_001_TC_11-19-22/img01004.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_001_TC_11-19-22/CollectedData_houlab.h5,12,most completely labeled frame in folder
F079,1,20240326_R17_rec_awake_001_TL_11-19-22,img00595.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_001_TL_11-19-22/img00595.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_001_TL_11-19-22/CollectedData_houlab.h5,12,most completely labeled frame in folder
F080,2,20240326_R17_rec_awake_001_TR_11-19-22,img00533.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_001_TR_11-19-22/img00533.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_001_TR_11-19-22/CollectedData_houlab.h5,12,most completely labeled frame in folder
F081,2,20240326_R17_rec_awake_002_BC_11-24-23,img00261.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_002_BC_11-24-23/img00261.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_002_BC_11-24-23/CollectedData_houlab.h5,11,most completely labeled frame in folder
F082,2,20240326_R17_rec_awake_002_L_11-24-23,img00811.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_002_L_11-24-23/img00811.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_002_L_11-24-23/CollectedData_houlab.h5,16,most completely labeled frame in folder
F083,2,20240326_R17_rec_awake_002_R_11-24-23,img01104.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_002_R_11-24-23/img01104.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_002_R_11-24-23/CollectedData_houlab.h5,16,most completely labeled frame in folder
F084,2,20240326_R17_rec_awake_002_TC_11-24-23,img00768.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_002_TC_11-24-23/img00768.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_002_TC_11-24-23/CollectedData_houlab.h5,12,most completely labeled frame in folder
F085,2,20240326_R17_rec_awake_002_TL_11-24-23,img00040.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_002_TL_11-24-23/img00040.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_002_TL_11-24-23/CollectedData_houlab.h5,12,most completely labeled frame in folder
F086,2,20240326_R17_rec_awake_002_TR_11-24-23,img00291.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_002_TR_11-24-23/img00291.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_002_TR_11-24-23/CollectedData_houlab.h5,12,most completely labeled frame in folder
F087,2,20240326_R17_rec_awake_003_BC_11-29-46,img01657.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_003_BC_11-29-46/img01657.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_003_BC_11-29-46/CollectedData_houlab.h5,11,most completely labeled frame in folder
F088,2,20240326_R17_rec_awake_003_L_11-29-46,img00585.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_003_L_11-29-46/img00585.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_003_L_11-29-46/CollectedData_houlab.h5,16,most completely labeled frame in folder
F089,2,20240326_R17_rec_awake_003_R_11-29-46,img00865.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_003_R_11-29-46/img00865.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_003_R_11-29-46/CollectedData_houlab.h5,16,most completely labeled frame in folder
F090,2,20240326_R17_rec_awake_003_TC_11-29-46,img00427.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_003_TC_11-29-46/img00427.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_003_TC_11-29-46/CollectedData_houlab.h5,12,most completely labeled frame in folder
F091,2,20240326_R17_rec_awake_003_TL_11-29-46,img01236.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_003_TL_11-29-46/img01236.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_003_TL_11-29-46/CollectedData_houlab.h5,12,most completely labeled frame in folder
F092,2,20240326_R17_rec_awake_003_TR_11-29-46,img01724.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_003_TR_11-29-46/img01724.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240326_R17_rec_awake_003_TR_11-29-46/CollectedData_houlab.h5,12,most completely labeled frame in folder
F093,2,20240328_R17_rec_anes_005_BC_15-56-07,img00794.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_BC_15-56-07/img00794.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_BC_15-56-07/CollectedData_houlab.h5,11,most completely labeled frame in folder
F094,2,20240328_R17_rec_anes_005_L_15-56-07,img03767.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/img03767.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_L_15-56-07/CollectedData_houlab.h5,16,most completely labeled frame in folder
F095,2,20240328_R17_rec_anes_005_R_15-56-07,img00898.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_R_15-56-07/img00898.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_R_15-56-07/CollectedData_houlab.h5,16,most completely labeled frame in folder
F096,2,20240328_R17_rec_anes_005_TC_15-56-07,img00016.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_TC_15-56-07/img00016.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_TC_15-56-07/CollectedData_houlab.h5,12,most completely labeled frame in folder
F097,2,20240328_R17_rec_anes_005_TL_15-56-07,img02351.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_TL_15-56-07/img02351.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_TL_15-56-07/CollectedData_houlab.h5,12,most completely labeled frame in folder
F098,2,20240328_R17_rec_anes_005_TR_15-56-07,img02776.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_TR_15-56-07/img02776.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_005_TR_15-56-07/CollectedData_houlab.h5,12,most completely labeled frame in folder
F099,2,20240328_R17_rec_anes_006_BC_16-05-57,img0261.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_BC_16-05-57/img0261.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_BC_16-05-57/CollectedData_houlab.h5,11,most completely labeled frame in folder
F100,2,20240328_R17_rec_anes_006_L_16-05-57,img0115.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/img0115.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_L_16-05-57/CollectedData_houlab.h5,16,most completely labeled frame in folder
F101,2,20240328_R17_rec_anes_006_R_16-05-57,img0108.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_R_16-05-57/img0108.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_R_16-05-57/CollectedData_houlab.h5,16,most completely labeled frame in folder
F102,2,20240328_R17_rec_anes_006_TC_16-05-57,img0029.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_TC_16-05-57/img0029.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_TC_16-05-57/CollectedData_houlab.h5,13,most completely labeled frame in folder
F103,2,20240328_R17_rec_anes_006_TL_16-05-57,img0037.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_TL_16-05-57/img0037.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_TL_16-05-57/CollectedData_houlab.h5,12,most completely labeled frame in folder
F104,2,20240328_R17_rec_anes_006_TR_16-05-57,img0146.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_TR_16-05-57/img0146.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_006_TR_16-05-57/CollectedData_houlab.h5,12,most completely labeled frame in folder
F105,2,20240328_R17_rec_anes_007_BC_16-07-25,img00072.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_BC_16-07-25/img00072.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_BC_16-07-25/CollectedData_houlab.h5,11,most completely labeled frame in folder
F106,2,20240328_R17_rec_anes_007_L_16-07-25,img01138.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_L_16-07-25/img01138.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_L_16-07-25/CollectedData_houlab.h5,16,most completely labeled frame in folder
F107,2,20240328_R17_rec_anes_007_R_16-07-25,img00274.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_R_16-07-25/img00274.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_R_16-07-25/CollectedData_houlab.h5,16,most completely labeled frame in folder
F108,2,20240328_R17_rec_anes_007_TC_16-07-25,img01005.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_TC_16-07-25/img01005.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_TC_16-07-25/CollectedData_houlab.h5,12,most completely labeled frame in folder
F109,2,20240328_R17_rec_anes_007_TL_16-07-25,img02254.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_TL_16-07-25/img02254.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_TL_16-07-25/CollectedData_houlab.h5,12,most completely labeled frame in folder
F110,2,20240328_R17_rec_anes_007_TR_16-07-25,img02145.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_TR_16-07-25/img02145.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_007_TR_16-07-25/CollectedData_houlab.h5,12,most completely labeled frame in folder
F111,2,20240328_R17_rec_anes_008_BC_16-13-14,img0527.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_008_BC_16-13-14/img0527.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_008_BC_16-13-14/CollectedData_houlab.h5,11,most completely labeled frame in folder
F112,2,20240328_R17_rec_anes_008_L_16-13-14,img0228.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_008_L_16-13-14/img0228.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_008_L_16-13-14/CollectedData_houlab.h5,16,most completely labeled frame in folder
F113,2,20240328_R17_rec_anes_008_R_16-13-14,img0267.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_008_R_16-13-14/img0267.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_008_R_16-13-14/CollectedData_houlab.h5,16,most completely labeled frame in folder
F114,2,20240328_R17_rec_anes_008_TC_16-13-14,img0037.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_008_TC_16-13-14/img0037.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20240328_R17_rec_anes_008_TC_16-13-14/CollectedData_houlab.h5,12,most completely labeled frame in folder
