code,sheet,recording,image,image_path,label_table,labeled_keypoints,total_keypoints
Q0397,1,20231031_chew_record_BC,img175482.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img175482.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,11,28
Q0398,1,20231031_chew_record_BC,img223974.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img223974.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,11,28
Q0399,1,20231031_chew_record_BC,img256692.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img256692.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,11,28
Q0400,1,20231031_chew_record_BC,img284394.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img284394.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,10,28
Q0401,1,20231031_chew_record_BC,img302725.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img302725.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,11,28
Q0402,1,20231031_chew_record_BC,img312796.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img312796.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,11,28
Q0403,1,20231031_chew_record_BC,img346314.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img346314.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,10,28
Q0404,1,20231031_chew_record_BC,img347376.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img347376.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,8,28
Q0405,1,20231031_chew_record_BC,img350043.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img350043.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,11,28
Q0406,1,20231031_chew_record_BC,img412646.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img412646.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,10,28
Q0407,1,20231031_chew_record_BC,img465003.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img465003.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,8,28
Q0408,1,20231031_chew_record_BC,img497470.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img497470.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,11,28
Q0409,1,20231031_chew_record_BC,img498399.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img498399.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,8,28
Q0410,1,20231031_chew_record_BC,img507032.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img507032.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,9,28
Q0411,1,20231031_chew_record_BC,img528400.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img528400.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,11,28
Q0412,1,20231031_chew_record_BC,img552008.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img552008.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,8,28
Q0413,1,20231031_chew_record_BC,img568514.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img568514.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,10,28
Q0414,1,20231031_chew_record_BC,img580635.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img580635.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,11,28
Q0415,1,20231031_chew_record_BC,img609797.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img609797.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,10,28
Q0416,1,20231031_chew_record_BC,img629195.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img629195.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,8,28
Q0417,1,20231031_chew_record_BC,img634709.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img634709.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,11,28
Q0418,1,20231031_chew_record_BC,img644719.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img644719.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,10,28
Q0419,1,20231031_chew_record_BC,img724638.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img724638.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,8,28
Q0420,1,20231031_chew_record_BC,img747745.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img747745.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,11,28
Q0421,1,20231031_chew_record_BC,img775484.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img775484.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,11,28
Q0422,1,20231031_chew_record_BC,img835897.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/img835897.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_BC/CollectedData_houlab.h5,11,28
Q0423,1,20231031_chew_record_L,im10039.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/im10039.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0424,1,20231031_chew_record_L,im10058.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/im10058.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,16,28
Q0425,1,20231031_chew_record_L,im10059.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/im10059.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0426,1,20231031_chew_record_L,im10070.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/im10070.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0427,1,20231031_chew_record_L,im10148.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/im10148.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0428,1,20231031_chew_record_L,im10281.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/im10281.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,16,28
Q0429,1,20231031_chew_record_L,im10284.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/im10284.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,16,28
Q0430,1,20231031_chew_record_L,im10523.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/im10523.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0431,1,20231031_chew_record_L,im25587.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/im25587.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0432,1,20231031_chew_record_L,im9717.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/im9717.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0433,1,20231031_chew_record_L,im9743.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/im9743.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0434,1,20231031_chew_record_L,im9800.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/im9800.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0435,1,20231031_chew_record_L,im9817.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/im9817.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0436,1,20231031_chew_record_L,im9821.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/im9821.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0437,1,20231031_chew_record_L,im9835.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/im9835.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0438,1,20231031_chew_record_L,im9851.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/im9851.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0439,1,20231031_chew_record_L,im9857.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/im9857.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0440,1,20231031_chew_record_L,im9927.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/im9927.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,16,28
Q0441,1,20231031_chew_record_L,im9934.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/im9934.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0442,1,20231031_chew_record_L,im9956.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/im9956.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,16,28
Q0443,1,20231031_chew_record_L,im9988.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/im9988.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0444,1,20231031_chew_record_L,img025752.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img025752.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,16,28
Q0445,1,20231031_chew_record_L,img035281.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img035281.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0446,1,20231031_chew_record_L,img044971.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img044971.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0447,1,20231031_chew_record_L,img052472.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img052472.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,15,28
Q0448,1,20231031_chew_record_L,img057880.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img057880.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0449,1,20231031_chew_record_L,img075095.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img075095.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0450,1,20231031_chew_record_L,img076556.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img076556.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0451,1,20231031_chew_record_L,img108874.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img108874.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0452,1,20231031_chew_record_L,img129474.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img129474.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0453,1,20231031_chew_record_L,img137822.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img137822.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0454,1,20231031_chew_record_L,img157643.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img157643.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,16,28
Q0455,1,20231031_chew_record_L,img175638.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img175638.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0456,1,20231031_chew_record_L,img210929.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img210929.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0457,1,20231031_chew_record_L,img219672.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img219672.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,16,28
Q0458,1,20231031_chew_record_L,img219854.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img219854.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,15,28
Q0459,1,20231031_chew_record_L,img223268.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img223268.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0460,1,20231031_chew_record_L,img226147.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img226147.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,16,28
Q0461,1,20231031_chew_record_L,img226273.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img226273.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,16,28
Q0462,1,20231031_chew_record_L,img236397.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img236397.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0463,1,20231031_chew_record_L,img242042.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img242042.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0464,1,20231031_chew_record_L,img261868.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img261868.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0465,1,20231031_chew_record_L,img281415.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img281415.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0466,1,20231031_chew_record_L,img283302.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img283302.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0467,1,20231031_chew_record_L,img290808.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img290808.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0468,1,20231031_chew_record_L,img301661.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img301661.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,17,28
Q0469,1,20231031_chew_record_L,img302344.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/img302344.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231031_chew_record_L/CollectedData_houlab.h5,15,28
